"","number","abstract","section_name"
"3288",3288,"Classrooms may be empty, but universities are bustling with preparation for confrontations with the police.","World"
"3289",3289,"A Michigan-born former Marine was detained for three days after a Grand Rapids police captain asked an ICE officer to check the man’s “status.”","U.S."
"3290",3290,"Polls show the program to protect young undocumented immigrants from deportation is broadly popular. Democratic organizers see an opportunity to mobilize voters if it is ended.","U.S."
"3291",3291,"The authorities said five men were charged in connection with the shooting, which created a panic during a game at Pleasantville High School.","U.S."
"3292",3292,"The Netflix period drama has replaced its principal cast for Season 3, and now stars Olivia Colman as Queen Elizabeth II.","Arts"
"3293",3293,"The likeliest explanation is not all that cute, some scientists say. But Narwhal is still very cute.","Science"
"3294",3294,"Tom Hanks. An Alison Roman Thanksgiving. A review of the third season of “The Crown.” Trump, Ukraine and impeachment. The SoftBank effect. And more.","Briefing"
"3295",3295,"The Spanish pop avant-gardist Rosalía was a big winner at the ceremony, where reggaeton and Latin trap artists were snubbed in the major categories.","Arts"
"3296",3296,"The president publicly targeted Marie L. Yovanovitch, the former ambassador to Ukraine, even as she was testifying about how she felt threatened by an earlier smear campaign.","U.S."
"3297",3297,"See full results and maps from the Louisiana elections.","U.S."
"3298",3298,"And the unmoved shirt that almost broke her.","Style"
"3299",3299,"In Thanhha Lai’s “Butterfly Yellow,” a Vietnamese refugee finds the brother taken from her family as a toddler. Much more than just time separates them.","Books"
"3300",3300,"Guillermo del Toro and his co-writer, Cornelia Funke, stay faithful to the script, but ramp up the bleakness in this tale of a princess living through a brutal war.","Books"
"3301",3301,"The justices agreed to decide whether the search giant was liable for billions in a dispute over its Android operating system.","U.S."
"3302",3302,"The White House released a memo about Mr. Trump’s congratulatory first call with President Volodymyr Zelensky.","U.S."
"3303",3303,"The first African-American woman to run a major New England city, Hartford, she died a year ago, but the death was reported only recently.","U.S."
"3304",3304,"A day after two students were killed at a school in Santa Clarita, Ca., a new bill will seek to have banks work with the government on financial activity related to firearms.","Business Day"
"3305",3305,"In “Novel Houses,” Christina Hardyment conducts tours of 20 famous fictional dwellings and the real places that inspired their creators.","Books"
"3306",3306,"Now in his sixth season with the orchestra, an acclaimed conductor struggles to define his mission.","Arts"
"3307",3307,"Ms. De Salvo will advise on the collection, exhibitions and long-term installations while also developing Dia’s archive.","Arts"
"3308",3308,"After publishing a biography of Mary McCarthy, she changed course and plunged into the world of the Grateful Dead and the group’s devoted fans.","Books"
"3309",3309,"Russia’s ambassador to the United States says the exchanges are important for shaping common values. Also: Change in Mexico; middle-aged women.","Opinion"
"3310",3310,"The desire for politics to entertain was one of the things that gave us President Trump.","Opinion"
"3311",3311,"Allies and adversaries are seeking ways to avoid President Trump’s sanctions, which critics say have become a substitute for foreign policy.","U.S."
"3312",3312,"Think of them as College, Inc. Like most industries, higher education prefers less regulation (and accountability).","The Upshot"
"3313",3313,"The war is the biggest flash point in a broader conflict between Moscow and the West, triggering international sanctions and rippling into the American impeachment hearings.","World"
"3314",3314,"A retired Norwegian border inspector, two Lithuanians and two convicted Russian spies were exchanged.","World"
"3315",3315,"Many presidents have failed to pass major health care legislation. She shared a detailed list that doesn’t require congressional approval.","The Upshot"
"3316",3316,"The form opens the door to student aid. But it’s “a terrible measure of what people can actually afford,” one expert said. And many families will be asked to pay more, anyway.","Your Money"
"3317",3317,"The racing drama with Matt Damon and Christian Bale opened strong this weekend. The new “Charlie’s Angels” sputtered.","Movies"
"3318",3318,"Threatening, malicious, contemptuous of the law and public service: Trump to Ukraine is Trump in all departments.","Opinion"
"3319",3319,"A huge new survey shows that tech companies have failed to convince us that data collection is in our best interest.","Opinion"
"3320",3320,"After finding the strip club next door closed, judges who were in Indianapolis for a conference got into a fight that left two of them hospitalized.","U.S."
"3321",3321,"In an impeachment hearing, Marie L. Yovanovitch expressed disbelief that an American president would call her “bad news” in a call with a foreign leader.","U.S."
"3322",3322,"Mr. Stone, a longtime informal adviser to President Trump, obstructed one of Congress’s Russia investigations and lied to lawmakers.","U.S."
"3323",3323,"The Israeli military said it has begun an investigation into who was actually killed in an airstrike that Palestinians said caused the deaths of eight civilians.","World"
"3324",3324,"Her declaration reflected a shift by Trump’s critics from talking about the Ukraine affair using more abstract concepts like “quid pro quo” or “abuse of power.”","U.S."
"3325",3325,"In this week’s Tripped Up column, Sarah Firshein investigates multiple complaints with the rental car company Europcar.","Travel"
"3326",3326,"Visiting a set that has been designed to look just like your home can be more than a little trippy.","Real Estate"
"3327",3327,"Emily Cox and Henry Rathvon run a cryptic clinic.","Crosswords & Games"
"3328",3328,"The Adam Driver film dramatizes a contentious investigation into post-9/11 torture. But it leaves out a tense episode that could have buried the results altogether.","Movies"
"3329",3329,"Whether you’re looking to keep up with the Oscar contenders, understand the changing business or dive into Hollywood history, there’s a show for you.","Arts"
"3330",3330,"In his telling of the life of Christ, the director Milo Rau envisages a champion for the downtrodden. In Italy, seasonal migrant workers fit that bill.","Movies"
"3331",3331,"The 1989 killings of six Jesuit priests caused an outcry that led to the end of the civil war. But the effects of that war are still sending migrants north.","Opinion"
"3332",3332,"The couple were set up by a mutual friend and had their first date at Henry’s Public, a restaurant in Brooklyn.","Fashion & Style"
"3333",3333,"The couple met in May 2017 on Tinder.","Fashion & Style"
"3334",3334,"Team Trans, believed to be the only entirely transgender sports squad in the United States, recently played together for the first time.","Sports"
"3335",3335,"The bride is a vice president for Huge, a Brooklyn-based digital agency. The groom is a Spanish language content manager for Major League Soccer. The couple met on Tinder.","Fashion & Style"
